#This file was generated on Tue Oct 26 13:24:22 2021
#Using the somd command, of the molecular library Sire version <2021.1.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 250000 moves, 1 cycles and 1000 ps of simulation time 
#Generating lambda is		 0.00000
#Alchemical array is		 (0.0, 0.071, 0.143, 0.214, 0.286, 0.357, 0.429, 0.5, 0.571, 0.643, 0.714, 0.786, 0.857, 0.929, 1.0)
#Generating temperature is 	25 C
#Energy was saved every 100 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
    1500           -1.75341746e+05            3.22010537e+00            9.96785074e-01            1.00322530e+00     1.111097198290470e+04     1.111097668742846e+04     1.111097104808928e+04     1.111097322601757e+04     1.111097191270624e+04     1.111097172614824e+04     1.111096800121682e+04     1.111097198290470e+04     1.111097198290470e+04     1.111097190812710e+04     1.111097186354027e+04     1.111097191770573e+04     1.111097086075982e+04     1.111097198340738e+04     1.111097198290470e+04
    1600           -1.75417662e+05            3.31953944e+00            9.96685964e-01            1.00332506e+00     1.073801549013280e+04     1.073802019594386e+04     1.073801453972656e+04     1.073801668064498e+04     1.073801544646262e+04     1.073801527316956e+04     1.073801153315988e+04     1.073801549013280e+04     1.073801549013280e+04     1.073801541952086e+04     1.073801538804037e+04     1.073801543365888e+04     1.073801436591785e+04     1.073801549840852e+04     1.073801549013280e+04
    1700           -1.75212319e+05            3.22338989e+00            9.96781800e-01            1.00322859e+00     1.093439541648174e+04     1.093440012786516e+04     1.093439445836486e+04     1.093439664305777e+04     1.093439535761903e+04     1.093439517942953e+04     1.093439141956854e+04     1.093439541648174e+04     1.093439541648174e+04     1.093439534796165e+04     1.093439530183352e+04     1.093439535860724e+04     1.093439425209262e+04     1.093439541331391e+04     1.093439541648174e+04
    1800           -1.75460343e+05            3.34699162e+00            9.96658603e-01            1.00335260e+00     1.076284474255214e+04     1.076284951237674e+04     1.076284384327787e+04     1.076284588902085e+04     1.076284473218443e+04     1.076284451113231e+04     1.076284076945834e+04     1.076284474255214e+04     1.076284474255214e+04     1.076284467229486e+04     1.076284464395558e+04     1.076284468507438e+04     1.076284366959728e+04     1.076284472925763e+04     1.076284474255214e+04
    1900           -1.75516033e+05            3.41893478e+00            9.96586903e-01            1.00342479e+00     1.069902965975140e+04     1.069903445996791e+04     1.069902877645603e+04     1.069903089177100e+04     1.069902958296526e+04     1.069902940494854e+04     1.069902577427994e+04     1.069902965975140e+04     1.069902965975140e+04     1.069902959070235e+04     1.069902953761350e+04     1.069902959197669e+04     1.069902857910388e+04     1.069902967818132e+04     1.069902965975140e+04
    2000           -1.75420228e+05            3.34239182e+00            9.96663188e-01            1.00334798e+00     1.059132835741812e+04     1.059133316241240e+04     1.059132744498000e+04     1.059132954647544e+04     1.059132833616611e+04     1.059132810293985e+04     1.059132447459570e+04     1.059132835741812e+04     1.059132835741812e+04     1.059132828586846e+04     1.059132826069292e+04     1.059132831145454e+04     1.059132727452772e+04     1.059132838368947e+04     1.059132835741812e+04
    2100           -1.75585718e+05            3.29853219e+00            9.96706902e-01            1.00330398e+00     1.070834687104657e+04     1.070835145225382e+04     1.070834591760212e+04     1.070834803660110e+04     1.070834684740169e+04     1.070834662755652e+04     1.070834268041079e+04     1.070834687104657e+04     1.070834687104657e+04     1.070834680234014e+04     1.070834676632806e+04     1.070834681431418e+04     1.070834573729959e+04     1.070834689016024e+04     1.070834687104657e+04
    2200           -1.75865990e+05            3.31403118e+00            9.96691454e-01            1.00331953e+00     1.081114464933362e+04     1.081114936362040e+04     1.081114373698191e+04     1.081114581855985e+04     1.081114459879065e+04     1.081114442236197e+04     1.081114085392315e+04     1.081114464933362e+04     1.081114464933362e+04     1.081114458179935e+04     1.081114453564032e+04     1.081114459889030e+04     1.081114359652783e+04     1.081114465934907e+04     1.081114464933362e+04
    2300           -1.75845645e+05            3.30930688e+00            9.96696163e-01            1.00331479e+00     1.058309203693641e+04     1.058309678772235e+04     1.058309115300424e+04     1.058309327919412e+04     1.058309200640675e+04     1.058309181661900e+04     1.058308807154439e+04     1.058309203693641e+04     1.058309203693641e+04     1.058309196788134e+04     1.058309193823981e+04     1.058309199662924e+04     1.058309096307087e+04     1.058309203999529e+04     1.058309203693641e+04
    2400           -1.75517891e+05            3.28133454e+00            9.96724043e-01            1.00328672e+00     1.056437545374571e+04     1.056438011666830e+04     1.056437451094755e+04     1.056437666436975e+04     1.056437538307216e+04     1.056437521844874e+04     1.056437151021608e+04     1.056437545374571e+04     1.056437545374571e+04     1.056437538553820e+04     1.056437533128838e+04     1.056437537983371e+04     1.056437434907874e+04     1.056437542319299e+04     1.056437545374571e+04
    2500           -1.75458013e+05            3.29073884e+00            9.96714670e-01            1.00329616e+00     1.077489759881268e+04     1.077490209430012e+04     1.077489663630054e+04     1.077489876341000e+04     1.077489756917176e+04     1.077489736601631e+04     1.077489360304636e+04     1.077489759881268e+04     1.077489759881268e+04     1.077489752391486e+04     1.077489749129471e+04     1.077489755105480e+04     1.077489645242294e+04     1.077489759191198e+04     1.077489759881268e+04
    2600           -1.75625890e+05            3.23204313e+00            9.96773174e-01            1.00323727e+00     1.080053535108178e+04     1.080054003763704e+04     1.080053436646678e+04     1.080053649580913e+04     1.080053532261452e+04     1.080053509677783e+04     1.080053138483814e+04     1.080053535108178e+04     1.080053535108178e+04     1.080053527683315e+04     1.080053525429430e+04     1.080053529065258e+04     1.080053418267351e+04     1.080053534957601e+04     1.080053535108178e+04
    2700           -1.75243467e+05            3.25343887e+00            9.96751848e-01            1.00325874e+00     1.061741195110169e+04     1.061741662545730e+04     1.061741105029065e+04     1.061741312770632e+04     1.061741191528694e+04     1.061741171346040e+04     1.061740792481475e+04     1.061741195110169e+04     1.061741195110169e+04     1.061741187815746e+04     1.061741185016479e+04     1.061741188804415e+04     1.061741086581362e+04     1.061741193918438e+04     1.061741195110169e+04
    2800           -1.75591276e+05            3.25792200e+00            9.96747379e-01            1.00326323e+00     1.065232168051715e+04     1.065232638551411e+04     1.065232075007459e+04     1.065232285227369e+04     1.065232159986346e+04     1.065232143663638e+04     1.065231772797793e+04     1.065232168051715e+04     1.065232168051715e+04     1.065232160373186e+04     1.065232156477633e+04     1.065232162198144e+04     1.065232058568278e+04     1.065232166275296e+04     1.065232168051715e+04
    2900           -1.75577387e+05            3.33237987e+00            9.96673166e-01            1.00333794e+00     1.077695943869735e+04     1.077696418808010e+04     1.077695852488119e+04     1.077696068669730e+04     1.077695939748401e+04     1.077695920616547e+04     1.077695547756044e+04     1.077695943869735e+04     1.077695943869735e+04     1.077695936721982e+04     1.077695932251256e+04     1.077695938806017e+04     1.077695835991777e+04     1.077695945227484e+04     1.077695943869735e+04
    3000           -1.75787156e+05            3.21485376e+00            9.96790308e-01            1.00322003e+00     1.071625788279214e+04     1.071626243129624e+04     1.071625694112448e+04     1.071625904211091e+04     1.071625782474757e+04     1.071625763116912e+04     1.071625400603095e+04     1.071625788279214e+04     1.071625788279214e+04     1.071625781718140e+04     1.071625777072503e+04     1.071625783752283e+04     1.071625679242322e+04     1.071625787183998e+04     1.071625788279214e+04
    3100           -1.75555122e+05            3.31555106e+00            9.96689939e-01            1.00332105e+00     1.059252362089409e+04     1.059252836057260e+04     1.059252269593982e+04     1.059252488183065e+04     1.059252357706799e+04     1.059252338621025e+04     1.059251971589338e+04     1.059252362089409e+04     1.059252362089409e+04     1.059252354631486e+04     1.059252351112966e+04     1.059252356027855e+04     1.059252249749064e+04     1.059252361001482e+04     1.059252362089409e+04
    3200           -1.75510111e+05            3.26505879e+00            9.96740266e-01            1.00327039e+00     1.053507148909804e+04     1.053507623062266e+04     1.053507060024587e+04     1.053507273502397e+04     1.053507143049325e+04     1.053507126159741e+04     1.053506766536741e+04     1.053507148909804e+04     1.053507148909804e+04     1.053507141673088e+04     1.053507137642859e+04     1.053507144161667e+04     1.053507042481263e+04     1.053507147603150e+04     1.053507148909804e+04
    3300           -1.75352731e+05            3.34334930e+00            9.96662233e-01            1.00334894e+00     1.071221523644428e+04     1.071222005202618e+04     1.071221434594390e+04     1.071221647724688e+04     1.071221517434020e+04     1.071221501129999e+04     1.071221137160990e+04     1.071221523644428e+04     1.071221523644428e+04     1.071221516513506e+04     1.071221511677810e+04     1.071221518251154e+04     1.071221418355058e+04     1.071221524088946e+04     1.071221523644428e+04
    3400           -1.75228404e+05            3.35531070e+00            9.96650312e-01            1.00336095e+00     1.040685892809520e+04     1.040686357468280e+04     1.040685801198469e+04     1.040686019369215e+04     1.040685889919895e+04     1.040685867945968e+04     1.040685474187397e+04     1.040685892809520e+04     1.040685892809520e+04     1.040685885194708e+04     1.040685881792640e+04     1.040685887079626e+04     1.040685786289235e+04     1.040685894267202e+04     1.040685892809520e+04
    3500           -1.75507674e+05            3.28441634e+00            9.96720971e-01            1.00328982e+00     1.039499330700821e+04     1.039499807531856e+04     1.039499237345942e+04     1.039499454758356e+04     1.039499326159624e+04     1.039499306890406e+04     1.039498933377659e+04     1.039499330700821e+04     1.039499330700821e+04     1.039499323627004e+04     1.039499319886499e+04     1.039499325383135e+04     1.039499219317437e+04     1.039499328802377e+04     1.039499330700821e+04
    3600           -1.75240181e+05            3.33910563e+00            9.96666463e-01            1.00334469e+00     1.028798299080133e+04     1.028798771290114e+04     1.028798205278952e+04     1.028798414156530e+04     1.028798293281687e+04     1.028798274279697e+04     1.028797907165362e+04     1.028798299080133e+04     1.028798299080133e+04     1.028798292073640e+04     1.028798286633304e+04     1.028798292030060e+04     1.028798187334282e+04     1.028798299029114e+04     1.028798299080133e+04
    3700           -1.75099349e+05            3.26391775e+00            9.96741403e-01            1.00326925e+00     1.041874591723637e+04     1.041875060177816e+04     1.041874497486138e+04     1.041874714621753e+04     1.041874589921202e+04     1.041874567827265e+04     1.041874188919890e+04     1.041874591723637e+04     1.041874591723637e+04     1.041874584363694e+04     1.041874581679173e+04     1.041874584585803e+04     1.041874480627657e+04     1.041874590847224e+04     1.041874591723637e+04
    3800           -1.75729426e+05            3.27079938e+00            9.96734544e-01            1.00327615e+00     1.027173785932119e+04     1.027174265932861e+04     1.027173689226168e+04     1.027173906092577e+04     1.027173782132678e+04     1.027173761592732e+04     1.027173399513828e+04     1.027173785932119e+04     1.027173785932119e+04     1.027173779054263e+04     1.027173775102028e+04     1.027173780268197e+04     1.027173670489240e+04     1.027173785624804e+04     1.027173785932119e+04
    3900           -1.75196312e+05            3.26029848e+00            9.96745011e-01            1.00326562e+00     1.032026946153404e+04     1.032027407339726e+04     1.032026849192189e+04     1.032027069815993e+04     1.032026939413173e+04     1.032026920986293e+04     1.032026541775559e+04     1.032026946153404e+04     1.032026946153404e+04     1.032026939438447e+04     1.032026934246684e+04     1.032026943125933e+04     1.032026832612424e+04     1.032026946262655e+04     1.032026946153404e+04
    4000           -1.75571879e+05            3.26051330e+00            9.96744796e-01            1.00326583e+00     1.025245798158250e+04     1.025246264373054e+04     1.025245705220788e+04     1.025245918903548e+04     1.025245796320997e+04     1.025245773164859e+04     1.025245393822846e+04     1.025245798158250e+04     1.025245798158250e+04     1.025245790705736e+04     1.025245787121397e+04     1.025245792240360e+04     1.025245688548655e+04     1.025245796773602e+04     1.025245798158250e+04
    4100           -1.75452662e+05            3.30971497e+00            9.96695756e-01            1.00331520e+00     1.007736394291671e+04     1.007736862390037e+04     1.007736297056024e+04     1.007736515427364e+04     1.007736389893122e+04     1.007736366194168e+04     1.007735972542441e+04     1.007736394291671e+04     1.007736394291671e+04     1.007736386907684e+04     1.007736382042244e+04     1.007736387770271e+04     1.007736278158197e+04     1.007736394645197e+04     1.007736394291671e+04
    4200           -1.75525043e+05            3.28026413e+00            9.96725110e-01            1.00328565e+00     1.014704404121854e+04     1.014704869997165e+04     1.014704307946734e+04     1.014704526983794e+04     1.014704398119864e+04     1.014704380458711e+04     1.014704009087212e+04     1.014704404121854e+04     1.014704404121854e+04     1.014704396757102e+04     1.014704392549452e+04     1.014704398940018e+04     1.014704289275122e+04     1.014704404193536e+04     1.014704404121854e+04
    4300           -1.75552162e+05            3.38311992e+00            9.96622596e-01            1.00338885e+00     1.039203518987279e+04     1.039203994362635e+04     1.039203427728740e+04     1.039203641307907e+04     1.039203514522554e+04     1.039203494232527e+04     1.039203135241939e+04     1.039203518987279e+04     1.039203518987279e+04     1.039203512014448e+04     1.039203508110123e+04     1.039203513010180e+04     1.039203408784092e+04     1.039203518174208e+04     1.039203518987279e+04
    4400           -1.75721965e+05            3.38043067e+00            9.96625277e-01            1.00338615e+00     1.018969782362542e+04     1.018970256002885e+04     1.018969686328646e+04     1.018969904509608e+04     1.018969776496141e+04     1.018969758853282e+04     1.018969397844023e+04     1.018969782362542e+04     1.018969782362542e+04     1.018969775503921e+04     1.018969771521292e+04     1.018969775535178e+04     1.018969669385325e+04     1.018969783015005e+04     1.018969782362542e+04
    4500           -1.75854814e+05            3.39120443e+00            9.96614539e-01            1.00339696e+00     9.955690265340307e+03     9.955695159668256e+03     9.955689415412900e+03     9.955691480997366e+03     9.955690219698345e+03     9.955690011673529e+03     9.955686390488023e+03     9.955690265340307e+03     9.955690265340307e+03     9.955690192876966e+03     9.955690144129163e+03     9.955690219409789e+03     9.955689247184528e+03     9.955690260575038e+03     9.955690265340307e+03
    4600           -1.75649514e+05            3.33470633e+00            9.96670848e-01            1.00334027e+00     1.006217668768922e+04     1.006218144642949e+04     1.006217577066316e+04     1.006217788900642e+04     1.006217663819462e+04     1.006217644703038e+04     1.006217252821975e+04     1.006217668768922e+04     1.006217668768922e+04     1.006217661371110e+04     1.006217657020388e+04     1.006217662881088e+04     1.006217559430652e+04     1.006217669876667e+04     1.006217668768922e+04
    4700           -1.75684714e+05            3.28339655e+00            9.96721988e-01            1.00328879e+00     1.013597432904417e+04     1.013597906662736e+04     1.013597341228898e+04     1.013597550731639e+04     1.013597428956841e+04     1.013597409089194e+04     1.013597055838614e+04     1.013597432904417e+04     1.013597432904417e+04     1.013597425686936e+04     1.013597422778522e+04     1.013597425512014e+04     1.013597325963959e+04     1.013597433310464e+04     1.013597432904417e+04
    4800           -1.75828769e+05            3.25400443e+00            9.96751284e-01            1.00325930e+00     1.027170113969859e+04     1.027170593473637e+04     1.027170022155409e+04     1.027170238788607e+04     1.027170111339923e+04     1.027170089885341e+04     1.027169718477077e+04     1.027170113969859e+04     1.027170113969859e+04     1.027170107062549e+04     1.027170103317430e+04     1.027170107911461e+04     1.027170006153439e+04     1.027170114235548e+04     1.027170113969859e+04
    4900           -1.75958517e+05            3.31143207e+00            9.96694045e-01            1.00331692e+00     1.019732476785302e+04     1.019732952660620e+04     1.019732387448090e+04     1.019732596911926e+04     1.019732472982991e+04     1.019732452314272e+04     1.019732074827021e+04     1.019732476785302e+04     1.019732476785302e+04     1.019732469540771e+04     1.019732466272468e+04     1.019732469474950e+04     1.019732368361238e+04     1.019732477322493e+04     1.019732476785302e+04
    5000           -1.75822359e+05            3.18078069e+00            9.96824273e-01            1.00318584e+00     9.949576247351353e+03     9.949580813456298e+03     9.949575298536920e+03     9.949577438661949e+03     9.949576236966705e+03     9.949575999172674e+03     9.949572273627246e+03     9.949576247351353e+03     9.949576247351353e+03     9.949576174190728e+03     9.949576145420499e+03     9.949576188181474e+03     9.949575129877065e+03     9.949576240479208e+03     9.949576247351353e+03
    5100           -1.75858217e+05            3.29330440e+00            9.96712113e-01            1.00329873e+00     1.009011480137608e+04     1.009011936849367e+04     1.009011386605836e+04     1.009011600684192e+04     1.009011478567134e+04     1.009011455747728e+04     1.009011077877151e+04     1.009011480137608e+04     1.009011480137608e+04     1.009011473287403e+04     1.009011470780443e+04     1.009011475475129e+04     1.009011369246831e+04     1.009011480201626e+04     1.009011480137608e+04
    5200           -1.75583844e+05            3.27397677e+00            9.96731377e-01            1.00327934e+00     1.026136120812381e+04     1.026136577836150e+04     1.026136020310220e+04     1.026136242705830e+04     1.026136118658167e+04     1.026136096561957e+04     1.026135733477299e+04     1.026136120812381e+04     1.026136120812381e+04     1.026136113734357e+04     1.026136109087806e+04     1.026136114910421e+04     1.026136005136949e+04     1.026136116881485e+04     1.026136120812381e+04
    5300           -1.75341922e+05            3.35682202e+00            9.96648806e-01            1.00336246e+00     1.029867654955341e+04     1.029868130907316e+04     1.029867565117310e+04     1.029867778654532e+04     1.029867652038934e+04     1.029867632731847e+04     1.029867258206038e+04     1.029867654955341e+04     1.029867654955341e+04     1.029867648155629e+04     1.029867645223893e+04     1.029867648819551e+04     1.029867546711985e+04     1.029867656733338e+04     1.029867654955341e+04
    5400           -1.75766229e+05            3.30887972e+00            9.96696589e-01            1.00331436e+00     1.011214368527208e+04     1.011214843428845e+04     1.011214272280155e+04     1.011214487541238e+04     1.011214361859288e+04     1.011214343895082e+04     1.011213967279756e+04     1.011214368527208e+04     1.011214368527208e+04     1.011214361189505e+04     1.011214357515883e+04     1.011214363946178e+04     1.011214254905004e+04     1.011214368498617e+04     1.011214368527208e+04
    5500           -1.75924526e+05            3.48930726e+00            9.96516773e-01            1.00349540e+00     9.986019214316082e+03     9.986024085316581e+03     9.986018289692036e+03     9.986020413846456e+03     9.986019213979604e+03     9.986018982733942e+03     9.986015421263604e+03     9.986019214316082e+03     9.986019214316082e+03     9.986019144659906e+03     9.986019135055121e+03     9.986019164095169e+03     9.986018144767982e+03     9.986019239487776e+03     9.986019214316082e+03
    5600           -1.75504065e+05            3.25718410e+00            9.96748115e-01            1.00326249e+00     1.019457257999193e+04     1.019457730699315e+04     1.019457165725423e+04     1.019457373308540e+04     1.019457254448863e+04     1.019457233018425e+04     1.019456858351647e+04     1.019457257999193e+04     1.019457257999193e+04     1.019457250433672e+04     1.019457246483756e+04     1.019457252857331e+04     1.019457149006108e+04     1.019457258092966e+04     1.019457257999193e+04
    5700           -1.75217519e+05            3.35234956e+00            9.96653263e-01            1.00335797e+00     9.945315760326299e+03     9.945320552584079e+03     9.945314811123588e+03     9.945317032904484e+03     9.945315714472797e+03     9.945315517918239e+03     9.945311597815329e+03     9.945315760326299e+03     9.945315760326299e+03     9.945315691704025e+03     9.945315652447664e+03     9.945315708273516e+03     9.945314659870828e+03     9.945315770609723e+03     9.945315760326299e+03
    5800           -1.75583273e+05            3.36366524e+00            9.96641986e-01            1.00336933e+00     1.004817141203564e+04     1.004817616815617e+04     1.004817047109927e+04     1.004817258065930e+04     1.004817136218469e+04     1.004817117843980e+04     1.004816768622156e+04     1.004817141203564e+04     1.004817141203564e+04     1.004817133896519e+04     1.004817129895509e+04     1.004817135374338e+04     1.004817031000678e+04     1.004817140874609e+04     1.004817141203564e+04
    5900           -1.75419107e+05            3.29240856e+00            9.96713005e-01            1.00329783e+00     9.850206228702771e+03     9.850210934695055e+03     9.850205338719157e+03     9.850207382101969e+03     9.850206184661785e+03     9.850205975504858e+03     9.850202354383673e+03     9.850206228702771e+03     9.850206228702771e+03     9.850206150739310e+03     9.850206114204635e+03     9.850206173141032e+03     9.850205165903593e+03     9.850206228258705e+03     9.850206228702771e+03
    6000           -1.75584089e+05            3.26650990e+00            9.96738819e-01            1.00327185e+00     9.867843417869943e+03     9.867848021746784e+03     9.867842442890629e+03     9.867844656727775e+03     9.867843408401066e+03     9.867843173664576e+03     9.867839406097415e+03     9.867843417869943e+03     9.867843417869943e+03     9.867843352517688e+03     9.867843316284796e+03     9.867843360948200e+03     9.867842294464241e+03     9.867843403567000e+03     9.867843417869943e+03
    6100           -1.75672781e+05            3.37785768e+00            9.96627841e-01            1.00338357e+00     1.002420741764819e+04     1.002421224437035e+04     1.002420645283532e+04     1.002420862103207e+04     1.002420738994037e+04     1.002420717529423e+04     1.002420327594838e+04     1.002420741764819e+04     1.002420741764819e+04     1.002420734450560e+04     1.002420731023107e+04     1.002420733305152e+04     1.002420625327260e+04     1.002420740701049e+04     1.002420741764819e+04
    6200           -1.75650234e+05            3.25099101e+00            9.96754288e-01            1.00325628e+00     9.893265253826674e+03     9.893270034838317e+03     9.893264279992512e+03     9.893266463184711e+03     9.893265222180127e+03     9.893264997557106e+03     9.893261502059549e+03     9.893265253826674e+03     9.893265253826674e+03     9.893265183136595e+03     9.893265148146584e+03     9.893265187889841e+03     9.893264101105777e+03     9.893265289083050e+03     9.893265253826674e+03
    6300           -1.75339572e+05            3.33383293e+00            9.96671718e-01            1.00333940e+00     9.986920294088193e+03     9.986925023799922e+03     9.986919420528493e+03     9.986921554715333e+03     9.986920245865136e+03     9.986920052756112e+03     9.986916428988799e+03     9.986920294088193e+03     9.986920294088193e+03     9.986920222460389e+03     9.986920198711743e+03     9.986920225674803e+03     9.986919239920897e+03     9.986920307679484e+03     9.986920294088193e+03
